cityTitle,storeTitle,title,activityTimeRange,cacheAmount,terminalEnabled,admin4Name_en,admin4Name_ua,admin4Name_ru,admin4Pcode,admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,duplicated
Ужгород,"вул. Свободи Генерала, 9б","Ужгород, вул. Свободи Генерала, 9б",зачинено,0,False,Uzhhorod,Ужгород,Ужгород,UA2110023001,Uzhhorodska,Ужгородська,Ужгородская,UA2110023,Uzhhorodskyi,Ужгородський,Ужгородский,UA2110,Zakarpatska,Закарпатська,Закарпатская,UA21,False
Ужгород,"вул. Швабська, 3","Ужгород, вул. Швабська, 3",зачинено,0,False,Uzhhorod,Ужгород,Ужгород,UA2110023001,Uzhhorodska,Ужгородська,Ужгородская,UA2110023,Uzhhorodskyi,Ужгородський,Ужгородский,UA2110,Zakarpatska,Закарпатська,Закарпатская,UA21,False
Умань,"вул. Велика Фонтанна, 31А","Умань, вул. Велика Фонтанна, 31А",09:00 - 18:00,6000,True,Uman,Умань,Умань,UA7106021001,Umanska,Уманська,Уманская,UA7106021,Umanskyi,Уманський,Уманский,UA7106,Cherkaska,Черкаська,Черкасская,UA71,False
Фастів,"вул. Соборна, 42","Фастів, вул. Соборна, 42",зачинено,6000,True,Fastiv,Фастів,Фастов,UA3214015001,Fastivska,Фастівська,Фастовская,UA3214015,Fastivskyi,Фастівський,Фастовский,UA3214,Kyivska,Київська,Киевская,UA32,False
Фастів,"вул. Ступака Івана, 4","Фастів, вул. Ступака Івана, 4",зачинено,0,False,Fastiv,Фастів,Фастов,UA3214015001,Fastivska,Фастівська,Фастовская,UA3214015,Fastivskyi,Фастівський,Фастовский,UA3214,Kyivska,Київська,Киевская,UA32,False
Харків,"просп. Гагаріна Юрія, 167/1","Харків, просп. Гагаріна Юрія, 167/1",зачинено,0,False,Kharkiv,Харків,Харьков,UA6312027001,Kharkivska,Харківська,Харьковская,UA6312027,Kharkivskyi,Харківський,Харьковский,UA6312,Kharkivska,Харківська,Харьковская,UA63,False
Харків,"вул. Космічна, 23а","Харків, вул. Космічна, 23а",09:00 - 17:00,6000,True,Kharkiv,Харків,Харьков,UA6312027001,Kharkivska,Харківська,Харьковская,UA6312027,Kharkivskyi,Харківський,Харьковский,UA6312,Kharkivska,Харківська,Харьковская,UA63,False
Харків,"просп. Московський, 256","Харків, просп. Московський, 256",08:00 - 16:00,6000,True,Kharkiv,Харків,Харьков,UA6312027001,Kharkivska,Харківська,Харьковская,UA6312027,Kharkivskyi,Харківський,Харьковский,UA6312,Kharkivska,Харківська,Харьковская,UA63,False
Харків,"вул. Павлова Академіка, 44б","Харків, вул. Павлова Академіка, 44б",09:00 - 16:00,6000,True,Kharkiv,Харків,Харьков,UA6312027001,Kharkivska,Харківська,Харьковская,UA6312027,Kharkivskyi,Харківський,Харьковский,UA6312,Kharkivska,Харківська,Харьковская,UA63,False
Харків,"просп. Тракторобудівників, 108","Харків, просп. Тракторобудівників, 108",зачинено,0,False,Kharkiv,Харків,Харьков,UA6312027001,Kharkivska,Харківська,Харьковская,UA6312027,Kharkivskyi,Харківський,Харьковский,UA6312,Kharkivska,Харківська,Харьковская,UA63,False
Харків,"вул. Яроша Отакара, 18д","Харків, вул. Яроша Отакара, 18д",зачинено,0,False,Kharkiv,Харків,Харьков,UA6312027001,Kharkivska,Харківська,Харьковская,UA6312027,Kharkivskyi,Харківський,Харьковский,UA6312,Kharkivska,Харківська,Харьковская,UA63,False
Херсон,"просп. Будівельників, 27а","Херсон, просп. Будівельників, 27а",зачинено,0,False,Kherson,Херсон,Херсон,UA6510015001,Khersonska,Херсонська,Херсонская,UA6510015,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,False
Хмельницький,"вул. Бандери Степана, 2а","Хмельницький, вул. Бандери Степана, 2а",зачинено,0,False,,,,,,,,,,,,,,,,,True
Хмельницький,"вул. Кам’янецька, 122","Хмельницький, вул. Кам’янецька, 122",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Хмельницький,"вул. Свободи, 73","Хмельницький, вул. Свободи, 73",зачинено,0,False,,,,,,,,,,,,,,,,,True
Хмельницький,"шосе Старокостянтинівське, 6","Хмельницький, шосе Старокостянтинівське, 6",08:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Хмельницький,"вул. Шевченка, 34","Хмельницький, вул. Шевченка, 34",зачинено,0,False,,,,,,,,,,,,,,,,,True
Хмільник,"просп. Свободи, 1","Хмільник, просп. Свободи, 1",09:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Черкаси,"бул. Шевченка, 207","Черкаси, бул. Шевченка, 207",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Черкаси,"бул. Шевченка, 208/1","Черкаси, бул. Шевченка, 208/1",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Чернівці,"вул. Героїв Майдану, 71","Чернівці, вул. Героїв Майдану, 71",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Чернівці,"вул. Головна, 265а","Чернівці, вул. Головна, 265а",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Чернігів,"вул. 77-ї Гвардійської Дивізії, 1","Чернігів, вул. 77-ї Гвардійської Дивізії, 1",08:00 - 18:00,0,False,Chernihiv,Чернігів,Чернигов,UA7410039001,Chernihivska,Чернігівська,Черниговская,UA7410039,Chernihivskyi,Чернігівський,Черниговский,UA7410,Chernihivska,Чернігівська,Черниговская,UA74,False
Чернігів,"просп. Миру, 49","Чернігів, просп. Миру, 49",зачинено,0,False,Chernihiv,Чернігів,Чернигов,UA7410039001,Chernihivska,Чернігівська,Черниговская,UA7410039,Chernihivskyi,Чернігівський,Черниговский,UA7410,Chernihivska,Чернігівська,Черниговская,UA74,False
Чернігів,"вул. Музична, 1","Чернігів, вул. Музична, 1",зачинено,0,False,Chernihiv,Чернігів,Чернигов,UA7410039001,Chernihivska,Чернігівська,Черниговская,UA7410039,Chernihivskyi,Чернігівський,Черниговский,UA7410,Chernihivska,Чернігівська,Черниговская,UA74,False
Щасливе,"шосе Харківське, 1В","Щасливе, шосе Харківське, 1В",зачинено,0,False,,,,,,,,,,,,,,,,,True
Южне,"просп. Григор’ївського Десанту, 3","Южне, просп. Григор’ївського Десанту, 3",08:00 - 18:30,6000,True,,,,,,,,,,,,,,,,,True
Южноукраїнськ,"просп. Незалежності, 35","Южноукраїнськ, просп. Незалежності, 35",зачинено,0,False,Yuzhnoukrainsk,Южноукраїнськ,Южноукраинск,UA4804025001,Yuzhnoukrainska,Южноукраїнська,Южноукраинская,UA4804025,Voznesenskyi,Вознесенський,Вознесенский,UA4804,Mykolaivska,Миколаївська,Николаевская,UA48,False
